name,carbs,sugar,s_fat,discounted price,kcal,url,fat,categorys,protein,original price,salt,amount
"Šaldyti žalieji žirneliai FAVORIT, 400 g",11.0,3.8,0.2,nan,83.0,https://www.barbora.lt/produktai/saldyti-zalieji-zirneliai-favorit-400-g,0.5,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",6.4,0.89,0.01,400
"Baltyminiai vanilės skonio valgomieji ledai KOUPE, 500 ml",17.5,8.0,2.1,nan,158.0,https://www.barbora.lt/produktai/baltyminiai-vaniles-skonio-valgomieji-ledai-koupe-500-ml,3.1,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,13.3,6.29,0.2,500
"Baltyminiai šokolado skonio valgomieji ledai KOUPE, 500 ml",18.9,9.4,2.6,nan,170.0,https://www.barbora.lt/produktai/baltyminiai-sokolado-skonio-valgomieji-ledai-koupe-500-ml,3.8,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,13.2,6.29,0.3,500
"Šaldytas pyragas MILKA HAZELNUT, 400 g",34.0,30.0,8.7,nan,426.0,https://www.barbora.lt/produktai/saldytas-pyragas-milka-hazelnut-400-g,26.0,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos bandelės ir pyragaičiai,12.0,7.99,0.3,400
"Šaldytas pyragas OREO, 400 g",36.0,27.0,10.0,nan,365.0,https://www.barbora.lt/produktai/saldytas-pyragas-oreo-400-g,22.0,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos bandelės ir pyragaičiai,4.4,7.49,0.52,400
"Maži eklerai su šokoladu, 200 g",31.0,23.0,9.7,nan,306.0,https://www.barbora.lt/produktai/mazi-eklerai-su-sokoladu-200-g,18.0,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos bandelės ir pyragaičiai,4.3,2.99,0.4,200
"Migdoliniai sausainiai (pranc. MACARONS), 132 g",58.0,53.0,7.7,nan,460.0,https://www.barbora.lt/produktai/migdoliniai-sausainiai-pranc-macarons-132-g,22.0,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos bandelės ir pyragaičiai,7.2,5.99,0.14,132
"Grietininiai ledai POLS su braškių įdaru ir sausainiais, 500 ml",30.0,25.0,5.4,nan,213.0,https://www.barbora.lt/produktai/grietininiai-ledai-pols-su-braskiu-idaru-ir-sausainiais-500-ml,8.8,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,3.4,3.99,0.08,500
"Šokolado skonio ledai GRYCAN, 300 g",28.2,25.2,7.6,nan,248.0,https://www.barbora.lt/produktai/sokolado-skonio-ledai-grycan-300-g,12.3,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,4.9,2.99,0.15,300
"Šokoladiniai grietininiai ledai POLS su šokolado įdaru, 500 ml",27.0,24.0,6.5,nan,211.0,https://www.barbora.lt/produktai/sokoladiniai-grietininiai-ledai-pols-su-sokolado-idaru-500-ml,9.9,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,3.5,3.99,0.14,500
"Mini spurgos TRIO, 250 g",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/mini-spurgos-trio-250-g,nan,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos bandelės ir pyragaičiai,nan,3.39,nan,250
"Avietiniai ledai ELITE RESERVE su trigubu apliejimo sluoks., 69 g",35.0,33.0,15.0,nan,335.0,https://www.barbora.lt/produktai/avietiniai-ledai-elite-reserve-su-trigubu-apliejimo-sluoks-69-g,20.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,2.7,0.99,0.06,69
"Šaldytos voveraitės ADEX LT, 250 g",1.0,1.0,0.1,nan,47.0,https://www.barbora.lt/produktai/saldytos-voveraites-adex-lt-250-g,1.0,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldyti grybai",1.5,3.99,0.0,250
"Šaldyti paruošti kepti makaronai HORTEX su Bolonijos padažu, 450 g",13.5,1.6,0.8,nan,88.0,https://www.barbora.lt/produktai/saldyti-paruosti-kepti-makaronai-hortex-su-bolonijos-padazu-450-g,1.8,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,3.6,2.29,0.54,450
"Šaldytas vištienos faršas VILNIAUS PAUKŠTYNAS, 800 g",0.9,0.0,2.3,nan,252.0,https://www.barbora.lt/produktai/saldytas-vistienos-farsas-vilniaus-paukstynas-800-g,20.5,Šaldytas maistas	Šaldyta mėsa	Šaldyta paukštiena,16.0,1.59,0.0,800
"Grietiniai ledai POLS su riešutų įdaru, 500 ml",26.0,23.0,5.7,nan,247.0,https://www.barbora.lt/produktai/grietiniai-ledai-pols-su-riesutu-idaru-500-ml,14.4,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,3.7,3.99,0.04,500
"Vafliniai ledų rageliai LORETTO, 90 g",81.0,3.0,1.0,nan,390.0,https://www.barbora.lt/produktai/vafliniai-ledu-rageliai-loretto-90-g,2.5,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,11.0,0.81,0.49,90
"Karamelinis plombyras su riešutais MELTEZ ROYALLER, 65 g",30.0,25.0,6.9,nan,232.0,https://www.barbora.lt/produktai/karamelinis-plombyras-su-riesutais-meltez-royaller-65-g,11.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.2,0.29,0.17,65
"Šokoladiniai ledai BEN&JERRY su šokol. pyrago gabalėliais, 415 g",29.0,27.0,7.8,5.24,245.0,https://www.barbora.lt/produktai/sokoladiniai-ledai-ben-jerry-su-sokol-pyrago-gabaleliais-415-g,13.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,4.2,6.99,0.18,415
"Aviečių sorbetas G7, 500 ml",34.0,30.0,0.0,nan,140.0,https://www.barbora.lt/produktai/avieciu-sorbetas-g-7-500-ml,0.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,0.0,3.39,0.02,500
"Plikyti pyragaičiai su kremu (pranc. PROFITEROLE), 250 g",21.0,12.0,17.0,nan,362.0,https://www.barbora.lt/produktai/plikyti-pyragaiciai-su-kremu-pranc-profiterole-250-g,29.0,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos bandelės ir pyragaičiai,5.4,1.99,0.22,250
"Mangų ir spanguolių ledai DIONE, 380 g",33.7,31.3,0.0,nan,138.0,https://www.barbora.lt/produktai/mangu-ir-spanguoliu-ledai-dione-380-g,0.1,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,0.1,5.49,0.01,380
"Sojų faršas ANAMMA, 325 g",1.9,0.9,0.8,nan,174.0,https://www.barbora.lt/produktai/soju-farsas-anamma-325-g,9.7,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,17.0,3.79,0.8,325
"Šaldyta storapadė pica MEGA DI CATO MAFIA su faršu, 380 g",22.0,0.9,3.5,1.39,209.0,https://www.barbora.lt/produktai/saldyta-storapade-pica-mega-di-cato-mafia-su-farsu-380-g,9.2,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,8.9,1.99,1.1,380
"Mini pica GALILEO SALAMI, 360 g",32.6,6.7,4.6,2.09,284.0,https://www.barbora.lt/produktai/mini-pica-galileo-salami-360-g,11.1,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,12.4,2.99,2.12,360
"Braškiniai ledai MAGNUM, 90 g",34.0,30.0,10.0,0.97,284.0,https://www.barbora.lt/produktai/braskiniai-ledai-magnum-90-g,15.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.0,1.39,0.11,90
"Čeburekai su mėsos įdaru, 400 g",30.9,1.9,4.3,nan,281.0,https://www.barbora.lt/produktai/ceburekai-su-mesos-idaru-400-g,13.2,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,8.8,2.05,0.78,400
"Šaldytos geltonosios pupelės BONDUELLE VAPEUR, 400 g",3.4,2.0,0.1,nan,27.0,https://www.barbora.lt/produktai/saldytos-geltonosios-pupeles-bonduelle-vapeur-400-g,0.2,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",1.5,1.39,0.03,400
"Daržovių mišinys BONDUELLE (ITALIAN MIX), 400 g",4.7,2.1,0.1,nan,30.0,https://www.barbora.lt/produktai/darzoviu-misinys-bonduelle-italian-mix-400-g,0.2,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",1.1,1.59,0.0,400
"Šaldyta pica DR. OETKER (FELICIANA) su kumpiu ir pesto pad., 360 g",30.0,3.6,3.4,1.94,231.0,https://www.barbora.lt/produktai/saldyta-pica-dr-oetker-feliciana-su-kumpiu-ir-pesto-pad-360-g,7.8,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,8.9,2.77,1.4,360
"Mėtų skonio ledai DADU MOONLIGHT GREEN su aviečių įdaru, 94 g",37.6,24.8,6.8,nan,263.0,https://www.barbora.lt/produktai/metu-skonio-ledai-dadu-moonlight-green-su-avieciu-idaru-94-g,10.6,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,4.1,1.29,0.18,94
"MOČIUTĖS virtiniai su vyšniomis, 400 g",38.8,12.0,0.1,nan,183.0,https://www.barbora.lt/produktai/mociutes-virtiniai-su-vysniomis-400-g,1.0,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Koldūnai ir virtiniai,4.7,1.99,0.28,400
"Juodi grietininiai ledai DADU MOONLIGHT su vyšnių įdaru, 94 g",32.4,22.2,4.7,nan,223.0,https://www.barbora.lt/produktai/juodi-grietininiai-ledai-dadu-moonlight-su-vysniu-idaru-94-g,8.2,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.8,1.29,0.19,94
"Šaldyta pica DR. OETKER (FELICIANA) su kumpiu ir špinatais, 350 g",32.0,3.9,3.2,1.94,229.0,https://www.barbora.lt/produktai/saldyta-pica-dr-oetker-feliciana-su-kumpiu-ir-spinatais-350-g,7.2,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,8.4,2.77,1.4,350
"Šaldyti MOČIUTĖS MINI koldūnai su mėsa, 400 g",29.4,0.3,3.4,nan,292.0,https://www.barbora.lt/produktai/saldyti-mociutes-mini-koldunai-su-mesa-400-g,15.1,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Koldūnai ir virtiniai,9.7,1.88,0.8,400
"Sluoksniuotos tešlos bandelės su cinamono įdaru, 320 g",50.8,20.9,9.2,nan,397.0,https://www.barbora.lt/produktai/sluoksniuotos-teslos-bandeles-su-cinamono-idaru-320-g,19.0,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos bandelės ir pyragaičiai,5.9,2.59,0.14,320
"Daržovių mišinys BONDUELLE su bulvėmis, 400 g",2.1,2.5,0.03,nan,60.0,https://www.barbora.lt/produktai/darzoviu-misinys-bonduelle-su-bulvemis-400-g,1.3,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",7.8,1.24,0.06,400
"NAMINIAI koldūnai su vištienos įdaru, 400 g",26.9,0.5,0.8,nan,201.1,https://www.barbora.lt/produktai/naminiai-koldunai-su-vistienos-idaru-400-g,5.3,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Koldūnai ir virtiniai,12.1,2.89,0.9,400
"Vanilės skonio grietininiai ledai su šilauogių įdaru AURUM, 150 ml",37.0,25.0,6.4,0.76,247.0,https://www.barbora.lt/produktai/vaniles-skonio-grietininiai-ledai-su-silauogiu-idaru-aurum-150-ml,9.4,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.8,1.09,0.09,93
"Šaldyta pica DR. OETKER (FELICIANA) su 4 rūšių sūriais, 325 g",33.0,3.7,5.0,1.94,264.0,https://www.barbora.lt/produktai/saldyta-pica-dr-oetker-feliciana-su-4-rusiu-suriais-325-g,9.9,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,10.0,2.77,1.3,325
"Obuolių ir vyšnių sk. grietininiai valgomieji ledai ESKIMO, 100 ml",24.0,23.0,15.0,nan,270.0,https://www.barbora.lt/produktai/obuoliu-ir-vysniu-sk-grietininiai-valgomieji-ledai-eskimo-100-ml,18.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.1,0.7,0.18,100
"Šaldyti kruasanai su šokoladu, 360 g",42.9,12.9,8.26,nan,406.0,https://www.barbora.lt/produktai/saldyti-kruasanai-su-sokoladu-360-g,20.4,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos bandelės ir pyragaičiai,8.5,2.65,0.95,360
"Tradicinis daržovių mišinys HORTEX sriubai virti, 400 g",6.7,3.0,0.1,nan,41.0,https://www.barbora.lt/produktai/tradicinis-darzoviu-misinys-hortex-sriubai-virti-400-g,0.5,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",1.7,1.09,0.07,400
"Vanilės sk.grietininiai valg.ledai BALTIJA su vyšnių įdaru, 140 ml",36.0,26.0,9.0,nan,280.0,https://www.barbora.lt/produktai/vaniles-sk-grietininiai-valg-ledai-baltija-su-vysniu-idaru-140-ml,13.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.9,1.23,0.13,140
"Tamsi itališka duona čiabata, 250 g",44.0,1.4,0.2,nan,226.0,https://www.barbora.lt/produktai/tamsi-italiska-duona-ciabata-250-g,1.1,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos bandelės ir pyragaičiai,8.8,0.72,1.4,250
"Šokoladinis plombyras POLS cukriniame vafliniame puodelyje, 120 ml",35.0,26.0,9.6,nan,284.0,https://www.barbora.lt/produktai/sokoladinis-plombyras-pols-cukriniame-vafliniame-puodelyje-120-ml,14.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,4.0,0.69,0.07,120
"Daržovių mišinys BONDUELLE (CALIFORNIA MIX), 400 g",4.3,2.9,0.1,nan,31.0,https://www.barbora.lt/produktai/darzoviu-misinys-bonduelle-california-mix-400-g,0.3,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",1.3,1.59,0.03,400
"Šald. glaz. aliaskinių rudagalvių menkių filė NOWACO be odos, 490 g",0.0,0.0,0.0,nan,81.0,https://www.barbora.lt/produktai/sald-glaz-aliaskiniu-rudagalviu-menkiu-file-nowaco-be-odos-490-g,1.0,Šaldytas maistas	Šaldytos žuvys ir jūrų gėrybės	Šaldyta žuvis,17.0,2.26,0.0,490
"Šaldytas kiniškų daržovių mišinys FAVORIT, 400 g",3.9,2.7,0.1,nan,31.0,https://www.barbora.lt/produktai/saldytas-kinisku-darzoviu-misinys-favorit-400-g,0.5,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",1.9,0.88,0.04,400
"Šaldyti moliūgų kubeliai FAVORIT, 400 g",4.9,4.2,0.1,nan,33.0,https://www.barbora.lt/produktai/saldyti-moliugu-kubeliai-favorit-400-g,0.5,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",1.3,0.59,0.01,400
"Šaldyti brokoliai BONDUELLE VAPEUR, 400 g",2.4,1.2,0.1,nan,26.0,https://www.barbora.lt/produktai/saldyti-brokoliai-bonduelle-vapeur-400-g,0.4,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",2.0,1.59,0.0,400
"Žiediniai kopūstai BONDUELLE, 400 g",2.2,1.4,0.03,nan,21.0,https://www.barbora.lt/produktai/ziediniai-kopustai-bonduelle-400-g,0.3,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",1.4,1.19,0.19,400
"Šaldyti sviestiniai kruasanai, 360 g",38.7,6.4,15.9,nan,416.0,https://www.barbora.lt/produktai/saldyti-sviestiniai-kruasanai-360-g,23.4,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos bandelės ir pyragaičiai,8.3,2.65,0.91,360
"Vanilinis plombyras POLS cukriniame  puodelyje, 120 ml",32.0,25.0,9.0,nan,261.0,https://www.barbora.lt/produktai/vanilinis-plombyras-pols-cukriniame-puodelyje-120-ml,13.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.3,0.69,0.11,120
"Šaldyti žalieji žirneliai BONDUELLE VAPEUR, 400 g",8.5,4.5,0.1,nan,72.0,https://www.barbora.lt/produktai/saldyti-zalieji-zirneliai-bonduelle-vapeur-400-g,0.7,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",5.2,1.59,0.01,400
"Pavasarinis daržovių mišinys BONDUELLE 4 SEASONS MIX, 400 g",4.4,2.0,0.03,nan,38.0,https://www.barbora.lt/produktai/pavasarinis-darzoviu-misinys-bonduelle-4-seasons-mix-400-g,0.4,"Šaldytas maistas	Šaldytos daržovės, grybai ir uogos	Šaldytos daržovės ir jų mišiniai",2.5,1.12,0.04,400
"Migdolų skonio ledai su irisiniu įdaru SCHOLLER, 591 g",27.0,21.0,4.9,nan,192.0,https://www.barbora.lt/produktai/migdolu-skonio-ledai-su-irisiniu-idaru-scholler-591-g,8.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,3.1,2.55,0.17,1000
"Kaštonų skonio ledai su kaštonų dribsniais SCHOLLER, 554 g",24.0,21.0,11.0,nan,214.0,https://www.barbora.lt/produktai/kastonu-skonio-ledai-su-kastonu-dribsniais-scholler-554-g,12.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,2.2,2.55,0.29,1000
"Citrininiai braškiniai ledai KAKTUS, 90 ml",29.0,26.0,14.0,nan,268.0,https://www.barbora.lt/produktai/citrininiai-braskiniai-ledai-kaktus-90-ml,16.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,1.0,0.79,0.07,90
"Glaistytas vanilinis plombyras NYKŠTUKAS, 52 ml",23.2,23.0,17.1,nan,342.0,https://www.barbora.lt/produktai/glaistytas-vanilinis-plombyras-nykstukas-52-ml,26.5,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.3,0.45,0.12,52
"Vanilės skonio ledai su gervuogių įdaru AURUM, 160 ml",28.0,24.0,14.0,0.69,272.0,https://www.barbora.lt/produktai/vaniles-skonio-ledai-su-gervuogiu-idaru-aurum-160-ml,17.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,2.8,0.99,0.09,160
"Kanapių ledai su imbierų įdaru SUPER VIVA, 103 g",37.0,19.0,3.6,nan,203.0,https://www.barbora.lt/produktai/kanapiu-ledai-su-imbieru-idaru-super-viva-103-g,5.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,2.1,1.59,0.07,103
"Šokol. plombyras NYKŠTUKAS su trašk. šokol.įd.,lazdynų rieš., 800 ml",27.0,26.1,7.8,nan,302.0,https://www.barbora.lt/produktai/sokol-plombyras-nykstukas-su-trask-sokol-id-lazdynu-ries-800-ml,19.7,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,4.2,4.99,0.13,800
"Vaniliniai ledai KLASIKA su kokosų skonio įdaru, 70 ml",30.0,29.0,14.0,nan,360.0,https://www.barbora.lt/produktai/vaniliniai-ledai-klasika-su-kokosu-skonio-idaru-70-ml,26.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.0,0.65,0.12,70
"Kramtomosios gumos skonio ledai POLS, 200 ml",41.0,28.0,9.0,nan,291.0,https://www.barbora.lt/produktai/kramtomosios-gumos-skonio-ledai-pols-200-ml,13.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.7,1.49,0.2,200
"Vanilinis plombyras ragelyje POLS, 200 ml",38.0,25.0,10.0,nan,295.0,https://www.barbora.lt/produktai/vanilinis-plombyras-ragelyje-pols-200-ml,15.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.5,1.49,0.2,200
"Vanilinis plombyras NYKŠTUKAS su ledinukų skonio glaistu, 30 vnt.",25.4,25.3,17.0,nan,323.0,https://www.barbora.lt/produktai/vanilinis-plombyras-nykstukas-su-ledinuku-skonio-glaistu-30-vnt,23.2,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.1,0.65,0.14,80
"Kanapių ledai su bruknių įdaru SUPER VIVA, 450 ml",25.0,16.0,3.3,2.79,144.0,https://www.barbora.lt/produktai/kanapiu-ledai-su-brukniu-idaru-super-viva-450-ml,4.4,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,0.9,3.99,0.03,450
"Vaniliniai ledai MINI ESKIMO, glaistyti kakaviniu glaistu, 90 ml",16.3,12.0,10.1,nan,267.0,https://www.barbora.lt/produktai/vaniliniai-ledai-mini-eskimo-glaistyti-kakaviniu-glaistu-90-ml,21.3,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,2.6,0.59,0.01,90
"Vaniliniai ledai su mangų įdaru SUPER VIVA, 450 ml",28.0,27.0,5.3,2.79,188.0,https://www.barbora.lt/produktai/vaniliniai-ledai-su-mangu-idaru-super-viva-450-ml,7.1,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,3.0,3.99,0.16,450
"Šerbetas ANANAS BINDI, 100 g",30.2,28.7,0.1,nan,125.0,https://www.barbora.lt/produktai/serbetas-ananas-bindi-100-g,0.2,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,0.2,3.49,0.01,100
"Mangų vaisiniai ledai BALTOJI VARNELĖ, 120 ml",33.4,26.2,0.1,nan,126.0,https://www.barbora.lt/produktai/mangu-vaisiniai-ledai-baltoji-varnele-120-ml,0.3,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,0.9,0.69,0.01,120
"Migdolų skonio ledai CHOICE su kakava, 750 ml",28.0,24.0,6.0,nan,198.0,https://www.barbora.lt/produktai/migdolu-skonio-ledai-choice-su-kakava-750-ml,8.2,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,2.0,4.49,0.02,750
"Ledai MAGNUM WHITE su sausainių įdaru, 74 g",34.0,28.0,12.0,0.97,317.0,https://www.barbora.lt/produktai/ledai-magnum-white-su-sausainiu-idaru-74-g,18.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,4.0,1.39,0.21,74
"Beržų sulos ir juodųjų serbentų ledai DADU, 70 ml",14.4,14.1,0.0,0.69,65.0,https://www.barbora.lt/produktai/berzu-sulos-ir-juoduju-serbentu-ledai-dadu-70-ml,0.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,0.0,0.99,0.0,70
"Pica SALAME be glitimo, 330 g",25.0,1.6,5.6,3.49,247.0,https://www.barbora.lt/produktai/pica-salame-be-glitimo-330-g,12.0,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,8.7,4.99,1.4,330
"Beržų sulos ledai DADU (mėtų skonio), 70 ml",14.4,14.2,0.0,0.69,65.0,https://www.barbora.lt/produktai/berzu-sulos-ledai-dadu-metu-skonio-70-ml,0.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,0.0,0.99,0.0,70
"Valg. ledai BEN&JERRY'S LOVE IS su sūd. karamele ir saus., 470 ml",29.0,27.0,10.0,5.24,300.0,https://www.barbora.lt/produktai/valg-ledai-ben-jerry-s-love-is-su-sud-karamele-ir-saus-470-ml,19.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,4.0,6.99,0.24,470
"Vanilės skonio ledai su pieninio šokolado gab. MAGNUM ALMOND, 99 g",38.0,29.0,14.0,1.18,356.0,https://www.barbora.lt/produktai/vaniles-skonio-ledai-su-pieninio-sokolado-gab-magnum-almond-99-g,21.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,4.9,1.69,0.23,160
"Ledai COCONUT BINDI, 140 g",24.1,21.5,11.9,nan,228.0,https://www.barbora.lt/produktai/ledai-coconut-bindi-140-g,13.2,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.0,2.99,0.01,140
"Braškių skonio sojų valgomieji ledai CHOICE su braškių įd., 185 g",17.0,13.0,0.15,nan,289.0,https://www.barbora.lt/produktai/braskiu-skonio-soju-valgomieji-ledai-choice-su-braskiu-id-185-g,0.9,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,32.0,3.49,27.0,185
"Šokoladiniai ledai BALTIJA su vaflių gabaliukais, 140 ml",37.0,25.0,10.0,0.85,309.0,https://www.barbora.lt/produktai/sokoladiniai-ledai-baltija-su-vafliu-gabaliukais-140-ml,16.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,4.7,1.23,0.23,140
"Šerbetas LIMONE BINDI, 100 g",28.3,24.8,0.0,nan,117.0,https://www.barbora.lt/produktai/serbetas-limone-bindi-100-g,0.03,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,0.3,2.99,0.01,100
"Vanil.plombyras BALTOJI VARNELĖ su karamele ir kakav. saus., 1000 ml",27.6,24.6,13.4,nan,252.0,https://www.barbora.lt/produktai/vanil-plombyras-baltoji-varnele-su-karamele-ir-kakav-saus-1000-ml,14.1,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,3.5,5.79,0.1,1000
"Šokoladiniai ledai BEN&JERRY'S PHISH FOOD su zefyrais, 500 ml",36.0,28.0,8.0,5.24,270.0,https://www.barbora.lt/produktai/sokoladiniai-ledai-ben-jerry-s-phish-food-su-zefyrais-500-ml,12.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,3.5,6.99,0.17,500
"Vaflių skonio ledai su irisiniu įdaru AURUM, 150 ml",38.0,27.0,11.0,0.97,292.0,https://www.barbora.lt/produktai/vafliu-skonio-ledai-su-irisiniu-idaru-aurum-150-ml,14.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.8,1.39,0.22,150
"Kakavos skonio valgomieji ledai VALSOIA be laktozės, 1000 ml",28.0,27.0,5.5,nan,190.0,https://www.barbora.lt/produktai/kakavos-skonio-valgomieji-ledai-valsoia-be-laktozes-1000-ml,7.4,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,2.5,4.99,0.1,1000
"Vanilės sk. grietininiai ledai ESKIMO su kakaviniu glaistu, 78 g",24.0,23.0,13.7,nan,287.0,https://www.barbora.lt/produktai/vaniles-sk-grietininiai-ledai-eskimo-su-kakaviniu-glaistu-78-g,19.7,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.5,0.7,0.13,120
